nmfat,dtfat,idcli,npais,quant,valor,,,,Média dos Valores:,408.22
C566626,2/6/2021 11:08,15622,United Kingdom,-1,-5.75,,,,,
C566671,2/24/2021 12:27:00,14880,United Kingdom,66,129.2,,,,,
C566672,7/15/2021 17:29:00,17750,United Kingdom,731,307.41,,,,,
C566725,10/30/2021 15:38:00,17796,United Kingdom,18,75.9,,,,,
C566741,11/3/2021 13:31,14312,United Kingdom,91,157.65,,,,,
C566742,6/5/2021 13:06,15144,United Kingdom,-24,-50.4,,,,,
C566743,2/2/2021 12:38,14312,United Kingdom,78,126.82,,,,,
C566748,11/2/2021 11:57,16928,United Kingdom,90,112.5,,,,,
C566749,5/22/2021 14:29:00,13668,United Kingdom,169,318.51,,,,,
C566751,5/23/2021 12:14:00,14573,United Kingdom,-1,-14.95,,,,,
C566752,4/14/2021 10:54:00,15416,United Kingdom,522,899.19,,,,,
C566753,9/28/2021 12:50:00,14911,Ireland,-2,-15.9,,,,,
C566754,1/12/2021 17:16,13089,United Kingdom,116,313.5,,,,,
C566758,7/14/2021 16:42:00,15114,United Kingdom,244,135.62,,,,,
C566775,11/14/2021 16:58:00,15660,United Kingdom,6,17.34,,,,,
C566779,6/12/2021 14:31,14673,United Kingdom,217,366.77,,,,,
C566780,1/9/2021 11:22,16880,United Kingdom,127,252.11,,,,,
C566782,10/28/2021 13:12:00,15311,United Kingdom,145,284.09,,,,,
C566784,9/12/2020 8:34,14243,United Kingdom,56,213.3,,,,,
C566785,8/12/2020 12:41,17722,United Kingdom,525,910.14,,,,,
C566820,9/8/2021 16:44,17675,United Kingdom,58,245.8,,,,,
C566889,7/1/2021 10:32,12481,Germany,413,603.09,,,,,
C566899,4/8/2021 17:06,12584,Italy,-5,-39.65,,,,,
C566925,10/24/2021 13:43:00,12463,Belgium,-13,-29.75,,,,,
C566939,1/17/2021 17:57:00,,United Kingdom,948,2829.87,,,,,
C566940,8/18/2021 10:10:00,13113,United Kingdom,147,485.64,,,,,
C566941,8/4/2021 12:42,13562,United Kingdom,233,603.27,,,,,
C566942,9/3/2021 10:58,17450,United Kingdom,780,2099.7,,,,,
C566943,7/28/2021 10:46:00,13728,United Kingdom,99,141.15,,,,,
C566944,8/11/2021 12:25,14071,United Kingdom,115,152.53,,,,,
C566945,7/11/2021 12:06,,United Kingdom,500,3872.96,,,,,
C566946,6/10/2021 12:56,15306,United Kingdom,298,517.28,,,,,
C566947,9/30/2021 9:40:00,15321,United Kingdom,82,350.3,,,,,
C566948,10/3/2021 18:13,,United Kingdom,1,16.95,,,,,
C566955,5/23/2021 12:32:00,17715,United Kingdom,384,326.4,,,,,
C566956,12/7/2021 9:54,12669,France,266,471.43,,,,,
C566957,3/11/2021 15:09,14723,United Kingdom,130,168.45,,,,,
C566958,1/2/2021 12:03,13802,United Kingdom,690,969.74,,,,,
C566960,1/3/2021 11:02,15241,United Kingdom,434,395.33,,,,,
C566963,9/26/2021 13:35:00,17389,United Kingdom,1038,4091.46,,,,,
C566965,6/21/2021 15:24:00,15412,United Kingdom,108,190.53,,,,,
C566966,7/15/2021 12:10:00,18229,United Kingdom,144,322.2,,,,,
C566970,8/12/2021 12:07,17841,United Kingdom,475,835.13,,,,,
C566978,1/2/2021 15:12,,United Kingdom,532,1757.1,,,,,
C566986,1/12/2020 9:41,14527,United Kingdom,-1,-27.5,,,,,
C566999,4/8/2021 17:07,12584,Italy,1,12.75,,,,,
C567065,3/3/2021 8:24,14388,United Kingdom,219,401.45,,,,,
C567091,1/26/2021 11:14:00,16043,United Kingdom,155,307.85,,,,,
C567130,6/12/2021 13:45,13685,United Kingdom,9,6.31,,,,,
C567136,1/31/2021 14:13:00,15602,United Kingdom,108,192.2,,,,,
C567147,1/19/2021 14:52:00,15831,United Kingdom,308,309.94,,,,,
C567177,6/23/2021 19:29:00,17351,United Kingdom,64,228.7,,,,,
C567187,12/20/2020 15:14:00,14051,United Kingdom,192,728.04,,,,,
C567289,6/5/2021 19:37,12748,United Kingdom,19,84.49,,,,,
C567330,6/23/2021 13:13:00,16940,United Kingdom,687,1110.68,,,,,
C567331,4/8/2021 17:40,17677,United Kingdom,621,1016.04,,,,,
C567332,9/29/2021 11:31:00,15175,United Kingdom,454,224.14,,,,,
C567345,8/15/2021 14:10:00,14498,United Kingdom,239,360.09,,,,,
C567348,1/8/2021 14:29,17282,United Kingdom,916,687,,,,,
C567349,11/14/2021 8:10:00,18211,United Kingdom,24,49.2,,,,,
C567351,8/9/2021 12:03,16076,United Kingdom,-72,-61.2,,,,,
C567352,7/3/2021 14:45,17162,United Kingdom,6,15.3,,,,,
C567355,6/12/2021 9:56,12749,United Kingdom,227,763.06,,,,,
C567357,10/25/2021 10:27:00,12398,Switzerland,1394,1635.66,,,,,
C567358,11/2/2021 13:43,13672,United Kingdom,-19,-62.13,,,,,
C567360,8/6/2021 14:52,15974,United Kingdom,497,481.36,,,,,
C567361,12/23/2020 9:59:00,15587,United Kingdom,120,344.88,,,,,
C567365,6/12/2021 14:52,12417,Belgium,175,369.73,,,,,
C567440,10/4/2021 10:16,17268,United Kingdom,192,138.24,,,,,
C567479,6/4/2021 12:41,13098,United Kingdom,1120,1722.02,,,,,
C567518,2/11/2021 10:14,17811,United Kingdom,-4,-8.8,,,,,
C567521,9/20/2021 9:45:00,14766,United Kingdom,215,519.53,,,,,
C567527,9/1/2021 14:17,12971,United Kingdom,24,25.2,,,,,
C567532,11/29/2021 18:05:00,12748,United Kingdom,46,78.22,,,,,
C567534,6/26/2021 11:35:00,15104,United Kingdom,-2,-24.9,,,,,
C567535,10/24/2021 15:05:00,13165,United Kingdom,880,666.84,,,,,
C567540,3/11/2021 10:13,14098,United Kingdom,104,147.35,,,,,
C567541,8/18/2021 13:04:00,17243,United Kingdom,-3,-11.55,,,,,
C567543,7/9/2021 11:43,15071,United Kingdom,104,393.4,,,,,
C567544,5/19/2021 18:11:00,15622,United Kingdom,-1,-49.95,,,,,
C567620,9/9/2021 10:24,14911,Ireland,-4,-13.8,,,,,
C567624,1/25/2021 8:03:00,15222,United Kingdom,440,585,,,,,
C567627,12/8/2021 11:41,13695,United Kingdom,96,101.76,,,,,
C567641,5/23/2021 12:32:00,16033,United Kingdom,89,256.98,,,,,
C567643,1/14/2021 12:21:00,13090,United Kingdom,44,302.76,,,,,
C567655,2/20/2021 13:21:00,14803,United Kingdom,216,542.15,,,,,
C567677,6/6/2021 16:51,14625,United Kingdom,-1,-6.75,,,,,
C567682,7/17/2021 12:52:00,13993,United Kingdom,199,535.59,,,,,
C567685,10/19/2021 16:56:00,,United Kingdom,2,24.9,,,,,
C567686,3/2/2021 12:12,15658,United Kingdom,59,270.2,,,,,
C567688,10/11/2021 10:40,12541,Spain,261,445.04,,,,,
C567689,3/4/2021 12:46,17744,United Kingdom,364,280.56,,,,,
C567690,10/11/2021 14:22,16523,United Kingdom,-2,-16.5,,,,,
C567691,2/23/2021 9:41:00,14735,United Kingdom,-18,-39.9,,,,,
C567703,9/25/2021 14:37:00,17107,United Kingdom,1099,2182.71,,,,,
C567705,1/17/2021 10:52:00,12872,United Kingdom,116,221.44,,,,,
C567706,1/8/2021 17:03,,United Kingdom,-1,-3.29,,,,,
C567708,2/28/2021 13:40:00,16458,United Kingdom,98,173.7,,,,,
C567712,5/25/2021 14:18:00,12839,United Kingdom,286,306.88,,,,,
C567713,3/5/2021 12:04,16837,United Kingdom,18,195.1,,,,,
C567714,8/26/2021 11:18:00,15078,United Kingdom,310,577.94,,,,,
C567715,10/17/2021 10:33:00,17402,United Kingdom,38,151.5,,,,,
C567716,3/17/2021 18:42:00,15061,United Kingdom,-48,-21.6,,,,,
C567767,4/18/2021 12:06:00,14403,United Kingdom,-6,-49.5,,,,,
C567867,9/9/2021 12:11,12879,United Kingdom,58,140.5,,,,,
C567884,10/5/2021 12:00,12971,United Kingdom,28,77.2,,,,,
C567885,10/11/2021 15:23,16169,United Kingdom,449,579.15,,,,,
C567891,11/7/2021 14:46,15265,United Kingdom,372,793.88,,,,,
C567896,7/4/2021 12:33,13712,United Kingdom,352,228.84,,,,,
C567902,12/4/2021 11:58,14071,United Kingdom,-95,-131.41,,,,,
C567903,11/22/2021 13:29:00,17659,United Kingdom,177,599.78,,,,,
C567916,8/18/2021 12:23:00,17386,United Kingdom,576,928.08,,,,,
C567919,4/10/2021 14:03,,United Kingdom,1,6.95,,,,,
C567940,1/8/2021 14:57,14709,United Kingdom,220,457.6,,,,,
C567945,10/18/2021 12:18:00,14688,United Kingdom,112,283.33,,,,,
C567946,5/19/2021 12:50:00,17364,United Kingdom,156,284.76,,,,,
C567947,5/12/2020 16:00,14404,United Kingdom,57,133.48,,,,,
C567948,1/27/2021 17:41:00,14662,United Kingdom,67,101.05,,,,,
C567949,10/17/2021 13:23:00,16076,United Kingdom,62,127.5,,,,,
C567950,11/23/2021 11:04:00,14646,Netherlands,200,290,,,,,
C567952,6/13/2021 12:52:00,13552,United Kingdom,115,271.6,,,,,
C567953,8/6/2021 13:04,14367,United Kingdom,128,279.04,,,,,
C567955,4/5/2021 10:15,18178,United Kingdom,409,465.99,,,,,
C567956,6/12/2020 14:08,17223,United Kingdom,64,292.84,,,,,
C567961,3/18/2021 14:20:00,12474,Germany,550,806.47,,,,,
C567963,9/18/2021 13:42:00,15533,United Kingdom,-28,-53.4,,,,,
C567964,9/28/2021 15:31:00,14434,United Kingdom,92,310.8,,,,,
C567965,7/14/2021 11:41:00,14562,United Kingdom,-130,-261.3,,,,,
C567978,11/1/2021 11:45,13408,United Kingdom,-16,-40.8,,,,,
C567997,9/6/2021 19:48,13115,United Kingdom,-6,-9.9,,,,,
C568055,2/22/2021 14:55:00,16045,United Kingdom,438,664.45,,,,,
C568096,7/12/2021 14:12,15471,United Kingdom,266,469.48,,,,,
C568097,5/26/2021 8:38:00,16678,United Kingdom,199,301.35,,,,,
C568138,6/5/2021 14:51,12414,Austria,42,165.85,,,,,
C568184,4/2/2021 15:43,13050,United Kingdom,115,303.33,,,,,
C568232,3/17/2021 10:52:00,15301,United Kingdom,150,622.5,,,,,
C568237,12/6/2021 10:47,12583,France,716,360.18,,,,,
C568240,5/10/2021 9:42,13468,United Kingdom,35,122.05,,,,,
C568244,4/26/2021 17:17:00,14329,United Kingdom,-1,-4.95,,,,,
C568345,12/1/2021 11:53,12980,United Kingdom,64,721.92,,,,,
C568347,8/11/2021 14:05,17160,United Kingdom,439,516.85,,,,,
C568348,9/29/2021 16:51:00,15062,United Kingdom,222,173.82,,,,,
C568370,4/11/2021 10:57,18102,United Kingdom,1418,5028.76,,,,,
C568377,3/23/2021 15:19:00,16943,United Kingdom,28,193.6,,,,,
C568385,8/25/2021 15:21:00,13408,United Kingdom,304,601.88,,,,,
C568386,2/12/2021 9:22,14895,United Kingdom,12,25.2,,,,,
C568388,3/30/2021 10:18:00,17306,United Kingdom,144,152.64,,,,,
C568395,2/22/2021 12:53:00,13694,United Kingdom,360,479.76,,,,,
C568410,7/18/2021 12:52:00,14808,United Kingdom,-1,-125,,,,,
C568412,9/12/2021 10:26,,United Kingdom,732,5664.89,,,,,
C568416,10/27/2021 14:45:00,15088,United Kingdom,-3,-19.8,,,,,
C568418,9/14/2021 11:39:00,13145,United Kingdom,-3,-3.75,,,,,
C568419,12/13/2020 11:29:00,14498,United Kingdom,70,166.22,,,,,
C568420,12/17/2020 13:39:00,,United Kingdom,12,16.85,,,,,
C568421,7/19/2021 12:19:00,16128,United Kingdom,192,306.4,,,,,
C568445,5/25/2021 16:56:00,16871,United Kingdom,-3,-50.85,,,,,
C568501,4/4/2021 13:08,12744,Singapore,-4,-4037.77,,,,,
C568516,4/4/2021 11:01,13984,United Kingdom,408,432.48,,,,,
C568532,6/9/2021 14:10,,United Kingdom,7,34.75,,,,,
C568534,10/3/2021 11:52,14713,United Kingdom,87,124.95,,,,,
C568557,3/17/2021 13:20:00,13268,United Kingdom,923,653.57,,,,,
C568559,5/22/2021 12:49:00,14837,United Kingdom,338,492.26,,,,,
C568560,7/10/2021 12:05,16029,United Kingdom,4176,7630.56,,,,,
C568561,4/27/2021 12:57:00,14235,United Kingdom,280,414.24,,,,,
C568562,12/16/2020 16:30:00,18065,United Kingdom,-3,-12.75,,,,,
C568570,11/30/2021 11:30:00,16764,United Kingdom,100,169.2,,,,,
C568571,11/22/2021 12:52:00,15150,United Kingdom,204,292.59,,,,,
C568572,7/22/2021 9:20:00,,United Kingdom,1561,3814.99,,,,,
C568573,6/14/2021 11:36:00,15719,United Kingdom,170,342.15,,,,,
C568575,6/12/2021 11:23,16764,United Kingdom,-1,-2.95,,,,,
C568579,10/11/2021 16:20,14189,United Kingdom,208,314.66,,,,,
C568580,8/7/2021 12:18,15901,United Kingdom,209,110.49,,,,,
C568581,3/10/2021 9:34,14193,United Kingdom,195,430.85,,,,,
C568582,6/19/2021 15:47:00,17001,United Kingdom,234,408.45,,,,,
C568587,6/11/2021 14:08,17107,United Kingdom,1296,2227.86,,,,,
C568596,10/11/2021 11:22,14401,United Kingdom,-2,-11.5,,,,,
C568597,1/20/2021 9:03:00,13502,United Kingdom,60,114.6,,,,,
C568598,3/17/2021 10:26:00,14713,United Kingdom,90,136.57,,,,,
C568599,1/18/2021 12:05:00,12527,Germany,113,132.52,,,,,
C568600,3/3/2021 11:05,14527,United Kingdom,-1,-30.38,,,,,
C568601,2/13/2021 12:03:00,13742,United Kingdom,155,526.1,,,,,
C568646,6/20/2021 11:02:00,,Ireland,-1,-1917,,,,,
C568649,7/20/2021 13:21:00,13549,United Kingdom,47,132.95,,,,,
C568664,10/21/2021 10:03:00,13725,United Kingdom,82,114.86,,,,,
C568677,11/13/2021 12:30:00,14547,United Kingdom,-10,-20.8,,,,,
C568689,11/20/2021 12:46:00,13118,United Kingdom,-12,-59.4,,,,,
C568714,7/14/2021 16:46:00,,United Kingdom,462,1548.83,,,,,
C568748,3/22/2021 9:27:00,,United Kingdom,437,1656.3,,,,,
C568799,1/13/2021 10:39:00,16161,United Kingdom,94,200.25,,,,,
C568830,1/24/2021 13:37:00,13396,United Kingdom,139,387.27,,,,,
C568832,9/12/2020 16:57,17576,United Kingdom,57,119.65,,,,,
C568879,9/11/2021 8:50,14051,United Kingdom,136,725.7,,,,,
C568884,9/10/2021 13:28,15821,United Kingdom,94,254.18,,,,,
C568899,1/11/2021 9:41,13028,United Kingdom,-2,-1.64,,,,,
C568903,10/27/2021 14:27:00,13991,United Kingdom,-2,-5.34,,,,,
C568911,9/28/2021 10:02:00,13014,United Kingdom,-6,-29.4,,,,,
C569032,9/23/2021 7:58:00,12909,United Kingdom,-3,-7.39,,,,,
C569034,7/6/2021 15:32,15643,United Kingdom,-1,-4.15,,,,,
C569038,7/12/2020 17:05,15024,United Kingdom,24,46.8,,,,,
C569107,3/2/2021 13:31,13842,United Kingdom,122,293.96,,,,,
C569109,8/18/2021 10:01:00,12839,United Kingdom,218,330.44,,,,,
C569112,10/28/2021 9:01:00,15611,United Kingdom,126,244.5,,,,,
C569113,10/3/2021 19:05,16808,United Kingdom,116,166.5,,,,,
C569114,3/8/2021 12:55,18055,United Kingdom,113,310.33,,,,,
C569115,11/23/2021 10:21:00,14493,United Kingdom,252,381.2,,,,,
C569116,6/22/2021 15:07:00,14422,United Kingdom,366,630.84,,,,,
C569117,11/23/2021 10:09:00,17769,United Kingdom,32,72,,,,,
C569119,8/11/2021 16:18,16602,United Kingdom,-19,-33.35,,,,,
C569128,12/7/2021 11:10,13013,United Kingdom,-2,-5.2,,,,,
C569138,11/24/2021 15:01:00,17096,United Kingdom,94,314.58,,,,,
C569233,5/8/2021 13:46,16880,United Kingdom,70,166.36,,,,,
C569245,5/20/2021 15:40:00,,United Kingdom,7,7.48,,,,,
C569251,10/18/2021 12:56:00,17262,United Kingdom,40,298,,,,,
C569318,12/8/2021 14:19,12431,Australia,374,608.76,,,,,
C569320,1/16/2021 16:25:00,15673,United Kingdom,398,969.95,,,,,
C569370,6/23/2021 15:48:00,18017,United Kingdom,100,179,,,,,
C569387,4/19/2021 11:37:00,,United Kingdom,475,1739.56,,,,,
C569390,10/10/2021 14:06,13225,United Kingdom,388,801.08,,,,,
C569395,6/30/2021 17:29:00,14132,United Kingdom,190,301.06,,,,,
C569410,7/10/2021 11:26,,United Kingdom,500,2246.03,,,,,
C569421,10/21/2021 13:27:00,17086,United Kingdom,129,229.41,,,,,
C569422,4/10/2021 11:33,13895,United Kingdom,511,973.81,,,,,
C569456,12/8/2021 12:42,14911,Ireland,491,768.97,,,,,
C569485,9/2/2021 10:25,13319,United Kingdom,84,197,,,,,
C569490,11/23/2021 14:01:00,12723,France,7,19.26,,,,,
C569495,12/1/2021 12:43,15939,United Kingdom,490,747.06,,,,,
C569525,2/14/2021 13:21:00,13717,United Kingdom,375,298.05,,,,,
C569526,9/19/2021 14:43:00,13102,United Kingdom,159,331.14,,,,,
C569547,6/30/2021 15:56:00,,United Kingdom,1410,2962.33,,,,,
C569548,9/6/2021 8:45,13856,United Kingdom,160,124.6,,,,,
C569549,2/14/2021 13:19:00,14715,United Kingdom,46,109.5,,,,,
C569552,2/3/2021 12:24,15061,United Kingdom,203,597.81,,,,,
C569553,11/22/2021 17:15:00,14554,United Kingdom,49,82.91,,,,,
C569554,7/20/2021 12:29:00,16353,United Kingdom,213,664.83,,,,,
C569636,8/23/2021 17:31:00,13263,United Kingdom,135,280.17,,,,,
C569644,8/19/2021 9:38:00,15159,United Kingdom,1140,1394.58,,,,,
C569655,9/29/2021 10:45:00,14868,United Kingdom,182,337.7,,,,,
C569663,6/10/2021 18:31,15841,United Kingdom,-4,-5,,,,,
C569682,8/3/2021 12:04,13908,United Kingdom,349,496,,,,,
C569733,4/20/2021 15:58:00,15135,United Kingdom,-2,-11.9,,,,,
C569743,12/20/2020 13:11:00,14527,United Kingdom,24,138.85,,,,,
C569786,11/17/2021 12:21:00,17095,United Kingdom,384,780.2,,,,,
C569829,7/7/2021 10:20,12507,Spain,11,46.75,,,,,
C569851,7/9/2021 15:00,15752,United Kingdom,-5,-8.45,,,,,
C569891,6/14/2021 17:28:00,,United Kingdom,352,1464.52,,,,,
C569902,10/19/2021 13:43:00,16670,United Kingdom,-1,-3.95,,,,,
C569908,10/5/2021 14:09,16431,United Kingdom,249,298.88,,,,,
C569909,5/12/2020 10:25,15708,United Kingdom,-3,-8.32,,,,,
C569911,7/7/2021 15:47,16112,United Kingdom,192,23.04,,,,,
C569913,11/28/2021 9:54:00,12906,United Kingdom,24,42.96,,,,,
C569916,11/20/2021 10:16:00,17243,United Kingdom,279,450.12,,,,,
C569922,11/9/2021 11:24,13742,United Kingdom,30,142.9,,,,,
C569938,7/28/2021 12:06:00,14855,United Kingdom,129,306.35,,,,,
C569939,12/15/2020 14:25:00,13089,United Kingdom,390,755.3,,,,,
C569940,10/4/2021 11:45,15038,United Kingdom,29,157.6,,,,,
C569941,3/10/2021 9:57,14096,United Kingdom,-1,-361.59,,,,,
C569942,7/12/2021 9:18,17503,United Kingdom,273,218.53,,,,,
C569944,5/22/2021 14:53:00,16700,United Kingdom,215,403.23,,,,,
C569945,1/11/2021 15:53,14383,United Kingdom,222,329.88,,,,,
C569946,4/18/2021 13:12:00,13798,United Kingdom,750,1231.6,,,,,
C569949,1/17/2021 14:51:00,18179,United Kingdom,156,287.1,,,,,
C569950,1/12/2021 9:02,16839,United Kingdom,384,352.56,,,,,
C569951,10/13/2021 12:47:00,12359,Cyprus,657,2876.85,,,,,
C569952,9/14/2021 9:27:00,13860,United Kingdom,176,405.88,,,,,
C569953,10/7/2021 11:24,17787,United Kingdom,67,149.02,,,,,
C569954,4/15/2021 11:06:00,13516,United Kingdom,56,146,,,,,
C569955,8/9/2021 14:02,12971,United Kingdom,118,78.9,,,,,
C569956,8/12/2021 9:46,15237,United Kingdom,88,83.6,,,,,
C569957,8/2/2021 11:07,,United Kingdom,261,1211.45,,,,,
C569958,3/31/2021 17:59:00,14957,United Kingdom,34,58.49,,,,,
C569959,3/31/2021 14:17:00,,United Kingdom,418,1607.8,,,,,
C569960,7/25/2021 11:17:00,12412,Denmark,241,376.24,,,,,
C569961,4/17/2021 11:30:00,16905,United Kingdom,79,218.55,,,,,
C569963,1/26/2021 10:49:00,15777,United Kingdom,24,102,,,,,
C569964,12/20/2020 13:55:00,17951,United Kingdom,-6,-17.7,,,,,
C569966,1/9/2021 9:19,16187,United Kingdom,244,334.46,,,,,
C569967,9/9/2021 13:47,14180,United Kingdom,16,148.8,,,,,
C569969,9/1/2021 16:07,14911,Ireland,85,258,,,,,
C569970,5/16/2021 14:19:00,13650,United Kingdom,150,373.4,,,,,
C569971,9/29/2021 17:33:00,17905,United Kingdom,125,181.25,,,,,
C569972,11/25/2021 9:18:00,13050,United Kingdom,235,362.95,,,,,
C569973,9/10/2021 13:19,16931,United Kingdom,3,4.35,,,,,
C569974,4/27/2021 15:49:00,,United Kingdom,8,21.8,,,,,
C569975,10/16/2021 15:03:00,13610,United Kingdom,-1,-8.5,,,,,
C569976,12/15/2020 12:05:00,17525,United Kingdom,82,422.7,,,,,
C569979,7/11/2021 12:56,14527,United Kingdom,29,148.82,,,,,
C569980,9/27/2021 12:26:00,16422,United Kingdom,480,504.96,,,,,
C569981,11/11/2021 8:46,14156,Ireland,153,370.8,,,,,
C569982,1/17/2021 12:34:00,12820,United Kingdom,146,170.46,,,,,
C569984,9/25/2021 14:52:00,16771,United Kingdom,356,446.56,,,,,
C569985,6/13/2021 12:23:00,17169,United Kingdom,-3,-12.25,,,,,
C569986,6/17/2021 10:51:00,12408,Belgium,378,654.18,,,,,
C569987,5/15/2021 14:32:00,17263,United Kingdom,36,63.44,,,,,
C569988,10/5/2021 12:35,17841,United Kingdom,-2,-7.8,,,,,
C569989,3/27/2021 12:11:00,15065,United Kingdom,-25,-10.5,,,,,
C569990,7/19/2021 9:24:00,13756,United Kingdom,229,525.03,,,,,
C569991,11/7/2021 14:43,16033,United Kingdom,66,214.25,,,,,
C569992,4/4/2021 13:42,18185,United Kingdom,183,304.25,,,,,
C569993,12/4/2021 10:58,13089,United Kingdom,403,737.42,,,,,
C569994,8/23/2021 11:36:00,12753,Japan,-27,-49.79,,,,,
C569995,10/26/2021 11:19:00,15089,United Kingdom,29,146.65,,,,,
C569996,7/29/2021 10:21:00,15974,United Kingdom,226,492.28,,,,,
C570004,2/24/2021 10:34:00,12565,Saudi Arabia,80,145.92,,,,,
C570005,10/5/2021 12:25,14397,United Kingdom,184,165.44,,,,,
C570006,5/6/2021 14:45,17841,United Kingdom,199,372.36,,,,,
C570012,7/18/2021 15:39:00,13327,United Kingdom,198,484.1,,,,,
C570025,7/11/2021 9:28,13078,United Kingdom,118,372.24,,,,,
C570066,4/7/2021 11:58,,United Kingdom,93,460.66,,,,,
C570099,2/10/2021 12:41,15555,United Kingdom,287,261.12,,,,,
C570194,12/7/2021 11:08,17381,United Kingdom,-3,-3.18,,,,,
C570199,7/21/2021 10:59:00,17811,United Kingdom,127,146.66,,,,,
C570203,10/25/2021 12:56:00,16401,United Kingdom,232,306.3,,,,,
C570207,11/18/2021 15:11:00,,United Kingdom,-1,-490.06,,,,,
C570221,12/19/2020 15:24:00,,United Kingdom,10,11.7,,,,,
C570274,4/19/2021 14:37:00,13101,United Kingdom,113,101.19,,,,,
C570276,7/2/2021 14:46,18245,United Kingdom,-7,-59.5,,,,,
C570278,5/5/2021 18:04,13969,United Kingdom,233,378.95,,,,,
C570279,5/4/2021 11:29,16919,United Kingdom,90,184.84,,,,,
C570283,3/24/2021 11:44:00,15144,United Kingdom,18,37.5,,,,,
C570290,4/27/2021 9:03:00,18220,United Kingdom,288,305.28,,,,,
C570301,6/30/2021 12:06:00,12424,Australia,532,1466.32,,,,,
C570331,7/19/2021 9:10:00,14156,Ireland,496,532.32,,,,,
C570406,9/6/2021 12:02,15615,United Kingdom,64,82.2,,,,,
C570447,7/7/2021 17:19,13486,United Kingdom,140,202.16,,,,,
C570450,11/17/2021 12:59:00,15563,United Kingdom,729,655.82,,,,,
C570453,2/11/2021 12:35,13870,United Kingdom,-1,-2.89,,,,,
C570454,8/12/2021 9:23,14191,United Kingdom,476,426.12,,,,,
C570456,11/1/2021 10:31,14217,United Kingdom,12,69.7,,,,,
C570460,11/3/2021 14:52,13043,United Kingdom,254,516.42,,,,,
C570463,9/9/2021 14:14,16910,United Kingdom,93,111.78,,,,,
C570464,8/12/2020 12:57,15032,United Kingdom,1655,2746.75,,,,,
C570468,1/6/2021 15:31,13069,United Kingdom,44,90.6,,,,,
C570471,12/4/2021 8:42,13824,United Kingdom,202,659.3,,,,,
C570477,7/26/2021 12:24:00,18211,United Kingdom,96,130.8,,,,,
C570478,10/10/2021 9:41,16179,United Kingdom,99,215.83,,,,,
C570480,6/12/2020 12:55,17019,United Kingdom,223,358.82,,,,,
C570483,4/11/2021 10:07,14629,United Kingdom,-4,-19.8,,,,,
C570484,6/27/2021 12:16:00,15996,United Kingdom,-2,-15.9,,,,,
C570486,3/17/2021 12:40:00,12472,Germany,368,592.18,,,,,
C570487,1/11/2021 11:39,14866,United Kingdom,570,1374.26,,,,,
C570490,5/23/2021 11:49:00,12464,Belgium,4,34,,,,,
C570508,11/17/2021 10:02:00,13756,United Kingdom,60,55.08,,,,,
C570515,7/24/2021 13:13:00,18229,United Kingdom,174,426.22,,,,,
C570553,1/12/2020 9:32,17850,United Kingdom,88,259.86,,,,,
C570556,3/20/2021 13:58:00,16115,United Kingdom,133,205.13,,,,,
C570573,11/27/2021 14:43:00,18112,United Kingdom,145,156.05,,,,,
C570647,8/22/2021 9:21:00,18144,United Kingdom,188,357.8,,,,,
C570654,9/9/2021 15:17,14096,United Kingdom,55,119.62,,,,,
C570655,3/20/2021 10:13:00,13593,United Kingdom,147,447.5,,,,,
C570658,11/16/2021 11:17:00,17377,United Kingdom,44,106.95,,,,,
C570683,11/24/2021 10:35:00,14607,United Kingdom,600,1074,,,,,
C570684,12/4/2021 13:32,16814,United Kingdom,75,180.85,,,,,
C570686,10/20/2021 12:21:00,17243,United Kingdom,161,414.21,,,,,
C570687,4/8/2021 12:13,16929,United Kingdom,126,199.74,,,,,
C570692,10/28/2021 13:10:00,,United Kingdom,505,2362.83,,,,,
C570704,12/5/2021 16:52,13601,United Kingdom,275,373.2,,,,,
C570708,6/20/2021 9:44:00,15291,United Kingdom,186,325.26,,,,,
C570727,3/16/2021 11:41:00,14606,United Kingdom,104,139.35,,,,,
C570775,11/23/2021 11:11:00,,United Kingdom,1008,8124.25,,,,,
C570828,11/21/2021 9:55:00,15373,United Kingdom,82,362.48,,,,,
C570831,9/1/2021 11:20,12939,United Kingdom,552,1933.2,,,,,
C570850,11/7/2021 14:16,15856,United Kingdom,247,351.7,,,,,
C570853,6/17/2021 11:49:00,15513,United Kingdom,186,1025.34,,,,,
C570854,9/10/2021 13:21,13260,United Kingdom,142,557.62,,,,,
C570867,8/30/2021 12:45:00,13524,United Kingdom,57,161.16,,,,,
